"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência - percentual do total geral"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2000",,,,,,,,,"2010"
"Cód.","Município","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"1304005","Silves (AM)","100.00","32.26","7.46","13.52","11.28","12.74","25.56","-","29.44","100.00","39.25","8.62","4.36","26.27","0.13","22.28","0.18","38.16"
"1304062","Tabatinga (AM)","100.00","46.98","12.71","14.49","19.78","8.23","9.53","0.95","34.31","100.00","49.33","12.39","11.67","25.27","3.83","19.58","1.07","26.20"
"1304104","Tapauá (AM)","100.00","25.80","2.90","5.38","17.52","13.11","27.12","0.86","33.11","100.00","30.26","3.01","8.39","18.86","3.09","35.25","0.72","30.68"
"1304203","Tefé (AM)","100.00","41.57","9.01","12.91","19.65","13.12","4.93","0.72","39.66","100.00","53.73","15.89","11.11","26.72","1.57","11.77","1.17","31.77"
"1304237","Tonantins (AM)","100.00","14.51","0.59","6.20","7.72","30.35","22.61","0.43","32.10","100.00","39.73","7.98","8.65","23.10","3.71","25.10","1.20","30.26"
"1304260","Uarini (AM)","100.00","13.90","1.82","5.81","6.27","16.91","14.98","1.26","52.94","100.00","30.32","1.59","3.03","25.70","4.22","21.57","0.20","43.70"
"1304302","Urucará (AM)","100.00","28.68","5.35","5.59","17.74","10.02","21.48","0.64","39.18","100.00","44.59","6.82","10.42","27.36","4.39","18.62","0.89","31.51"
"1304401","Urucurituba (AM)","100.00","29.49","4.11","10.08","15.30","17.97","27.12","0.22","25.20","100.00","33.72","4.08","4.69","24.96","2.23","26.23","0.54","37.28"
"1400027","Amajari (RR)","100.00","51.71","5.35","10.44","35.92","-","31.19","0.39","16.71","100.00","62.87","12.96","4.78","45.13","2.72","23.91","-","10.49"
"1400050","Alto Alegre (RR)","100.00","37.09","9.40","4.30","23.39","6.79","4.42","1.18","50.51","100.00","43.51","10.17","8.07","25.27","1.39","39.39","0.37","15.35"
"1400100","Boa Vista (RR)","100.00","75.61","23.31","22.39","29.90","1.12","0.85","1.99","20.44","100.00","75.49","32.57","18.74","24.17","1.45","1.63","1.63","19.80"
"1400159","Bonfim (RR)","100.00","46.04","6.28","4.46","35.30","9.26","6.21","0.99","37.51","100.00","45.63","8.38","8.32","28.94","3.68","23.79","0.13","26.76"
"1400175","Cantá (RR)","100.00","37.69","6.56","6.60","24.53","3.40","-","1.46","57.45","100.00","45.11","10.14","12.02","22.95","1.18","18.67","0.87","34.17"
"1400209","Caracaraí (RR)","100.00","55.25","15.67","18.01","21.57","6.10","10.57","1.01","27.08","100.00","52.72","15.05","10.35","27.32","1.44","12.47","0.72","32.65"
"1400233","Caroebe (RR)","100.00","34.86","6.67","9.99","18.20","7.61","22.38","2.31","32.84","100.00","44.87","11.96","3.47","29.43","4.66","12.34","0.09","38.04"
"1400282","Iracema (RR)","100.00","49.97","8.81","15.85","25.32","11.24","6.52","1.36","30.91","100.00","56.92","13.14","5.18","38.60","5.34","17.04","-","20.70"
"1400308","Mucajaí (RR)","100.00","47.63","15.70","10.20","21.74","11.49","1.65","1.31","37.91","100.00","57.66","18.66","10.46","28.54","0.63","16.36","0.64","24.71"
"1400407","Normandia (RR)","100.00","80.04","21.62","22.13","36.28","-","5.05","-","14.92","100.00","54.77","14.05","13.74","26.98","4.39","28.01","0.66","12.18"
"1400456","Pacaraima (RR)","100.00","45.01","8.52","10.92","25.58","2.91","33.32","2.39","16.37","100.00","50.46","12.65","12.14","25.67","4.17","27.04","0.52","17.82"
"1400472","Rorainópolis (RR)","100.00","46.80","9.30","14.34","23.15","8.86","11.22","0.91","32.22","100.00","52.15","14.86","7.12","30.17","3.00","24.45","1.20","19.20"
"1400506","São João da Baliza (RR)","100.00","56.55","9.45","14.90","32.20","5.46","11.54","0.73","25.73","100.00","48.27","13.47","11.13","23.67","4.92","8.94","0.42","37.45"
"1400605","São Luiz (RR)","100.00","62.45","9.75","23.89","28.80","8.34","6.59","0.97","21.65","100.00","67.24","19.32","11.76","36.15","1.15","6.48","0.73","24.40"
"1400704","Uiramutã (RR)","100.00","18.11","1.70","3.56","12.84","32.02","30.19","0.42","19.26","100.00","17.29","4.95","1.31","11.03","7.88","68.99","0.12","5.72"
"1500107","Abaetetuba (PA)","100.00","46.50","9.21","8.18","29.11","11.13","5.48","1.37","35.51","100.00","49.42","16.74","7.72","24.96","2.19","10.64","0.78","36.98"
"1500131","Abel Figueiredo (PA)","100.00","74.81","9.93","7.57","57.31","4.34","0.20","6.68","13.98","100.00","74.66","12.40","10.45","51.81","0.37","2.23","1.78","20.97"
"1500206","Acará (PA)","100.00","20.12","1.80","4.09","14.23","23.73","4.77","1.11","50.26","100.00","28.92","6.30","4.35","18.28","7.80","16.03","0.85","46.40"
"1500305","Afuá (PA)","100.00","31.82","6.37","7.01","18.43","10.50","4.72","1.48","51.48","100.00","36.99","5.18","8.02","23.78","1.83","20.06","0.28","40.85"
"1500347","Água Azul do Norte (PA)","100.00","37.63","7.21","7.82","22.60","6.18","5.65","1.09","49.44","100.00","62.97","25.85","1.03","36.09","5.10","10.95","0.76","20.23"
"1500404","Alenquer (PA)","100.00","34.16","5.69","6.29","22.18","16.31","9.19","1.95","38.39","100.00","34.68","5.99","4.44","24.25","3.07","21.03","0.92","40.30"
"1500503","Almeirim (PA)","100.00","60.25","27.28","10.59","22.37","4.68","8.09","1.89","25.09","100.00","50.09","22.49","9.88","17.72","3.31","13.08","0.44","33.08"
"1500602","Altamira (PA)","100.00","59.96","15.70","7.20","37.06","4.29","2.21","3.21","30.33","100.00","65.63","23.22","7.98","34.42","2.38","5.36","1.90","24.73"
"1500701","Anajás (PA)","100.00","28.28","2.31","3.67","22.31","7.53","4.44","0.22","59.53","100.00","34.90","3.50","8.07","23.33","4.41","14.69","1.46","44.54"
"1500800","Ananindeua (PA)","100.00","68.54","31.97","8.40","28.17","1.82","0.20","1.69","27.75","100.00","71.01","40.98","6.30","23.73","1.58","0.51","0.99","25.91"
"1500859","Anapu (PA)","100.00","39.69","2.79","6.98","29.93","6.57","19.73","0.93","33.08","100.00","40.69","6.59","6.59","27.51","8.85","24.90","1.44","24.12"
"1500909","Augusto Corrêa (PA)","100.00","17.05","3.14","0.88","13.03","33.89","2.94","1.11","45.00","100.00","27.89","3.59","3.95","20.34","6.82","14.86","-","50.42"
"1500958","Aurora do Pará (PA)","100.00","36.94","4.68","5.72","26.54","18.23","4.88","0.59","39.36","100.00","39.19","8.05","6.00","25.14","7.68","23.12","1.38","28.63"
"1501006","Aveiro (PA)","100.00","18.49","2.25","5.02","11.22","14.43","37.11","0.83","29.14","100.00","21.37","3.42","6.66","11.29","1.13","57.11","0.66","19.73"
"1501105","Bagre (PA)","100.00","35.43","3.58","12.02","19.83","1.81","21.96","0.44","40.35","100.00","37.96","3.33","3.86","30.76","2.56","13.79","0.07","45.63"
"1501204","Baião (PA)","100.00","31.33","1.47","6.88","22.97","17.03","18.71","1.04","31.89","100.00","31.84","4.58","9.10","18.17","5.86","27.54","1.03","33.74"
"1501253","Bannach (PA)","100.00","63.06","4.27","8.28","50.52","1.95","4.40","-","30.58","100.00","51.16","16.97","8.17","26.03","1.38","9.63","2.30","35.53"
"1501303","Barcarena (PA)","100.00","59.21","24.12","7.76","27.33","6.80","3.19","0.75","30.06","100.00","62.69","33.16","6.90","22.63","2.95","4.35","0.99","29.02"
"1501402","Belém (PA)","100.00","69.26","33.45","9.22","26.59","1.39","0.23","2.18","26.94","100.00","70.45","40.06","8.82","21.57","1.51","0.23","1.55","26.27"
"1501451","Belterra (PA)","100.00","34.48","14.51","1.54","18.43","19.61","17.36","-","28.55","100.00","46.32","12.50","5.82","28.01","2.33","26.67","0.22","24.45"
"1501501","Benevides (PA)","100.00","73.06","28.24","11.14","33.68","1.74","0.53","0.70","23.97","100.00","69.24","35.69","5.19","28.37","1.13","1.77","0.71","27.14"
"1501576","Bom Jesus do Tocantins (PA)","100.00","66.18","4.38","11.48","50.32","4.56","2.33","1.59","25.34","100.00","65.74","15.37","4.21","46.16","2.09","8.92","1.15","22.10"
"1501600","Bonito (PA)","100.00","25.03","2.57","6.75","15.71","23.84","2.06","0.59","48.48","100.00","42.15","18.22","4.57","19.36","6.81","9.41","0.21","41.42"
"1501709","Bragança (PA)","100.00","35.04","6.27","4.67","24.10","18.58","3.58","2.04","40.76","100.00","44.25","12.82","5.45","25.98","1.92","10.70","0.36","42.77"
"1501725","Brasil Novo (PA)","100.00","37.54","4.26","5.39","27.89","9.13","6.38","1.01","45.95","100.00","53.03","5.88","6.06","41.10","5.69","9.49","1.61","30.18"
"1501758","Brejo Grande do Araguaia (PA)","100.00","48.98","2.65","10.47","35.86","17.18","2.97","3.62","27.24","100.00","59.98","8.46","8.83","42.69","3.98","11.60","0.96","23.48"
"1501782","Breu Branco (PA)","100.00","57.98","13.49","8.59","35.90","6.76","1.66","2.21","31.39","100.00","51.69","19.10","7.55","25.03","2.60","12.15","0.81","32.75"
"1501808","Breves (PA)","100.00","48.31","16.78","9.10","22.42","5.25","11.62","1.07","33.75","100.00","42.63","9.71","8.10","24.82","6.25","13.76","0.80","36.56"
"1501907","Bujaru (PA)","100.00","23.81","3.18","6.35","14.28","28.72","8.02","0.25","39.20","100.00","29.41","4.13","5.43","19.86","5.45","14.36","0.30","50.48"
"1501956","Cachoeira do Piriá (PA)","100.00","20.29","4.17","6.17","9.95","20.07","10.02","0.25","49.38","100.00","27.24","2.23","1.70","23.30","6.61","26.69","0.83","38.63"
"1502004","Cachoeira do Arari (PA)","100.00","35.37","7.02","8.64","19.71","3.58","0.88","2.20","57.97","100.00","33.87","6.50","6.40","20.97","8.01","29.69","0.31","28.13"
"1502103","Cametá (PA)","100.00","26.14","3.93","4.77","17.44","21.79","15.64","0.81","35.61","100.00","28.12","5.17","6.00","16.95","5.23","25.54","0.38","40.74"
"1502152","Canaã dos Carajás (PA)","100.00","44.67","7.10","8.79","28.78","6.00","7.47","0.78","41.07","100.00","67.71","34.94","6.70","26.08","3.55","5.57","1.81","21.36"
"1502202","Capanema (PA)","100.00","50.51","14.80","8.18","27.53","7.37","2.58","2.61","36.93","100.00","56.32","20.24","6.10","29.97","1.81","8.44","0.98","32.45"
"1502301","Capitão Poço (PA)","100.00","38.17","4.90","2.63","30.64","18.31","11.66","1.43","30.43","100.00","43.39","5.87","3.25","34.27","8.46","14.10","0.33","33.73"
"1502400","Castanhal (PA)","100.00","64.68","26.02","6.12","32.54","2.34","1.07","2.97","28.94","100.00","67.25","35.31","7.00","24.95","2.13","1.66","1.35","27.60"
"1502509","Chaves (PA)","100.00","45.10","13.56","4.26","27.27","1.68","6.27","0.29","46.66","100.00","34.53","6.36","0.47","27.69","2.45","35.60","0.12","27.31"
"1502608","Colares (PA)","100.00","36.59","5.77","9.16","21.66","16.16","21.26","0.34","25.65","100.00","35.30","4.43","8.61","22.26","3.09","20.29","0.90","40.42"
"1502707","Conceição do Araguaia (PA)","100.00","60.95","12.90","6.94","41.11","4.54","4.96","2.82","26.73","100.00","58.90","19.63","6.92","32.35","4.37","7.97","1.26","27.50"
"1502756","Concórdia do Pará (PA)","100.00","40.73","5.00","7.25","28.47","12.56","14.06","0.28","32.37","100.00","51.72","12.55","8.95","30.22","2.35","6.35","0.88","38.70"
"1502764","Cumaru do Norte (PA)","100.00","49.27","10.81","9.24","29.23","5.91","18.37","3.96","22.49","100.00","59.91","28.78","7.82","23.31","0.46","14.72","0.69","24.22"
"1502772","Curionópolis (PA)","100.00","57.11","7.74","8.02","41.35","5.56","6.23","1.61","29.49","100.00","69.12","20.98","3.47","44.67","1.39","2.78","0.96","25.75"
"1502806","Curralinho (PA)","100.00","27.05","2.81","5.87","18.37","9.79","3.98","0.79","58.39","100.00","24.84","1.75","9.52","13.57","5.32","19.97","0.10","49.77"
"1502855","Curuá (PA)","100.00","27.52","4.19","8.59","14.73","9.47","17.34","0.71","44.96","100.00","35.78","2.30","12.36","21.12","8.90","30.50","0.15","24.68"
"1502905","Curuçá (PA)","100.00","38.78","8.90","6.88","22.99","4.65","8.59","1.32","46.67","100.00","34.67","8.69","5.80","20.18","3.83","18.72","0.28","42.50"
"1502939","Dom Eliseu (PA)","100.00","68.74","18.35","6.06","44.33","4.26","1.14","1.89","23.97","100.00","73.15","27.89","8.06","37.20","2.63","2.64","1.37","20.20"
"1502954","Eldorado do Carajás (PA)","100.00","47.50","4.77","4.97","37.75","8.70","18.96","1.78","23.05","100.00","58.15","11.83","4.87","41.46","4.80","15.03","0.72","21.30"
"1503002","Faro (PA)","100.00","31.31","2.48","7.11","21.71","9.35","23.90","0.15","35.28","100.00","46.75","9.30","13.45","24.00","3.77","26.85","-","22.63"
"1503044","Floresta do Araguaia (PA)","100.00","36.54","2.74","0.48","33.32","12.60","17.02","0.85","32.98","100.00","46.17","8.24","8.85","29.08","6.40","15.08","0.15","32.20"
"1503077","Garrafão do Norte (PA)","100.00","32.61","1.41","8.84","22.36","10.13","5.76","1.35","50.16","100.00","43.12","2.70","4.55","35.88","4.27","9.70","0.19","42.73"
"1503093","Goianésia do Pará (PA)","100.00","59.61","10.29","8.80","40.52","5.01","9.09","3.52","22.76","100.00","71.09","18.92","7.12","45.05","2.29","3.52","0.88","22.23"
"1503101","Gurupá (PA)","100.00","29.41","2.12","9.42","17.87","16.38","3.44","0.87","49.90","100.00","31.07","2.92","2.30","25.85","4.12","11.94","0.38","52.48"
"1503200","Igarapé-Açu (PA)","100.00","51.13","7.23","10.96","32.95","13.52","7.47","1.85","26.03","100.00","47.12","10.09","5.00","32.03","3.08","15.96","1.08","32.75"
"1503309","Igarapé-Miri (PA)","100.00","43.16","5.73","4.44","33.00","11.30","2.85","2.94","39.74","100.00","39.64","5.78","5.79","28.07","3.77","10.19","1.20","45.19"
"1503408","Inhangapi (PA)","100.00","36.47","11.87","8.52","16.08","21.20","11.01","0.31","31.00","100.00","49.76","17.98","6.83","24.95","9.77","7.31","0.35","32.81"
"1503457","Ipixuna do Pará (PA)","100.00","49.44","8.08","5.02","36.34","8.35","9.06","0.31","32.84","100.00","57.67","12.75","9.16","35.76","2.12","13.83","0.48","25.90"
"1503507","Irituia (PA)","100.00","25.75","3.98","6.30","15.47","32.39","2.91","0.23","38.72","100.00","32.34","6.90","4.73","20.72","13.56","20.10","0.36","33.64"
"1503606","Itaituba (PA)","100.00","56.62","8.62","9.21","38.79","5.57","5.56","4.10","28.15","100.00","60.02","19.69","7.93","32.40","1.83","6.15","1.90","30.09"
"1503705","Itupiranga (PA)","100.00","36.95","4.74","4.52","27.69","18.07","6.26","2.19","36.53","100.00","41.93","8.70","5.17","28.06","2.80","23.94","1.16","30.17"
"1503754","Jacareacanga (PA)","100.00","26.63","3.25","3.89","19.50","6.98","20.35","4.84","41.19","100.00","55.44","5.31","4.50","45.62","1.90","13.19","1.03","28.44"
"1503804","Jacundá (PA)","100.00","59.37","13.84","4.28","41.25","4.21","1.89","3.75","30.78","100.00","63.41","22.85","4.99","35.57","4.34","4.51","2.94","24.81"
"1503903","Juruti (PA)","100.00","24.53","1.60","9.33","13.60","22.75","17.63","0.89","34.20","100.00","41.11","15.17","7.39","18.54","1.65","23.31","0.67","33.27"
"1504000","Limoeiro do Ajuru (PA)","100.00","36.59","2.51","9.59","24.49","9.73","7.09","1.50","45.10","100.00","22.82","1.68","6.13","15.01","2.45","26.76","0.19","47.78"
"1504059","Mãe do Rio (PA)","100.00","47.79","7.50","7.10","33.19","11.47","2.33","3.56","34.85","100.00","59.04","14.25","5.67","39.11","2.36","3.09","0.70","34.82"
"1504109","Magalhães Barata (PA)","100.00","30.79","5.03","1.85","23.91","5.70","49.00","-","14.50","100.00","42.33","6.74","5.54","30.05","1.13","20.74","1.06","34.74"
"1504208","Marabá (PA)","100.00","63.17","18.38","10.85","33.94","3.50","4.73","3.10","25.50","100.00","65.65","33.23","9.23","23.19","2.65","4.57","1.29","25.83"
"1504307","Maracanã (PA)","100.00","30.97","3.05","7.77","20.16","8.86","20.92","0.47","38.79","100.00","35.49","2.78","6.06","26.65","1.71","17.39","0.09","45.32"
"1504406","Marapanim (PA)","100.00","31.96","4.13","9.47","18.35","12.88","7.98","0.73","46.45","100.00","35.36","6.18","5.75","23.43","3.75","15.01","0.47","45.41"
"1504422","Marituba (PA)","100.00","71.57","30.26","6.92","34.39","1.33","0.24","0.90","25.96","100.00","73.69","43.71","6.97","23.01","1.85","0.73","0.28","23.45"
"1504455","Medicilândia (PA)","100.00","36.52","5.67","7.49","23.36","10.81","7.54","2.43","42.71","100.00","46.70","7.38","3.69","35.62","1.97","7.86","3.64","39.83"
"1504505","Melgaço (PA)","100.00","14.82","3.79","2.79","8.24","24.93","9.53","0.20","50.52","100.00","30.12","3.62","3.88","22.62","3.70","19.66","0.10","46.42"
"1504604","Mocajuba (PA)","100.00","35.77","2.49","7.18","26.10","18.11","11.03","1.13","33.96","100.00","32.11","3.98","8.78","19.35","12.70","15.69","0.10","39.40"
"1504703","Moju (PA)","100.00","36.30","11.27","5.45","19.57","10.94","6.42","1.36","44.99","100.00","43.47","18.63","4.01","20.82","4.32","14.60","0.26","37.36"
"1504802","Monte Alegre (PA)","100.00","33.62","3.25","7.34","23.02","15.07","10.01","1.27","40.03","100.00","33.84","6.41","6.43","21.00","10.44","18.78","0.72","36.22"
"1504901","Muaná (PA)","100.00","40.37","3.95","5.31","31.11","6.06","3.22","1.66","48.69","100.00","34.23","4.29","5.72","24.22","2.73","11.96","0.75","50.33"
"1504950","Nova Esperança do Piriá (PA)","100.00","16.68","1.03","3.02","12.63","30.00","12.31","1.46","39.55","100.00","39.35","1.75","3.52","34.08","6.44","23.06","0.38","30.77"
"1504976","Nova Ipixuna (PA)","100.00","44.14","6.48","7.90","29.76","7.28","0.79","3.60","44.19","100.00","49.40","7.48","6.76","35.16","3.41","14.33","0.25","32.60"
"1505007","Nova Timboteua (PA)","100.00","53.01","11.06","10.24","31.71","9.91","3.96","0.65","32.48","100.00","44.33","8.68","9.50","26.15","5.59","7.65","-","42.43"
"1505031","Novo Progresso (PA)","100.00","61.59","12.07","0.81","48.71","0.57","2.89","3.46","31.49","100.00","58.71","17.77","3.77","37.16","1.84","6.04","5.09","28.32"
"1505064","Novo Repartimento (PA)","100.00","36.89","3.39","7.96","25.54","11.17","19.56","1.03","31.36","100.00","50.35","9.57","5.32","35.45","4.54","14.82","0.96","29.33"
"1505106","Óbidos (PA)","100.00","33.05","8.54","3.55","20.95","16.41","8.36","0.72","41.47","100.00","35.20","8.91","4.47","21.82","4.28","17.28","1.30","41.94"
"1505205","Oeiras do Pará (PA)","100.00","26.36","1.83","3.78","20.75","26.39","2.10","0.98","44.17","100.00","27.30","5.75","5.25","16.29","11.80","13.12","0.49","47.29"
"1505304","Oriximiná (PA)","100.00","54.56","21.23","7.15","26.19","6.11","6.11","0.80","32.42","100.00","46.22","17.85","9.20","19.18","4.26","16.52","0.54","32.45"
"1505403","Ourém (PA)","100.00","43.01","4.84","11.40","26.77","9.66","10.71","0.98","35.64","100.00","46.84","6.27","2.85","37.72","1.34","13.28","0.58","37.96"
"1505437","Ourilândia do Norte (PA)","100.00","52.23","4.80","7.48","39.95","6.68","6.62","1.52","32.96","100.00","64.14","37.64","4.59","21.91","5.85","7.68","0.46","21.87"
"1505486","Pacajá (PA)","100.00","27.52","1.59","6.06","19.87","7.70","14.10","1.37","49.31","100.00","40.20","7.87","5.14","27.20","8.57","21.40","1.08","28.76"
"1505494","Palestina do Pará (PA)","100.00","51.77","4.77","7.51","39.49","6.74","3.67","1.79","36.04","100.00","58.31","12.16","11.64","34.51","4.27","13.98","0.12","23.32"
"1505502","Paragominas (PA)","100.00","73.25","32.24","4.75","36.26","1.45","2.67","2.68","19.96","100.00","73.06","41.07","4.42","27.57","1.01","2.54","1.54","21.85"
"1505536","Parauapebas (PA)","100.00","68.63","28.56","8.57","31.50","3.89","5.35","2.98","19.15","100.00","78.17","51.57","5.48","21.11","0.92","1.86","1.09","17.96"
"1505551","Pau D'Arco (PA)","100.00","62.80","4.44","10.19","48.17","7.52","15.43","2.32","11.93","100.00","64.83","20.30","16.19","28.34","1.85","15.96","0.73","16.63"
"1505601","Peixe-Boi (PA)","100.00","41.60","7.04","8.88","25.68","10.58","18.64","-","29.19","100.00","47.94","8.98","6.70","32.26","0.95","16.83","0.63","33.66"
"1505635","Piçarra (PA)","100.00","42.67","4.41","4.71","33.55","4.15","2.70","6.61","43.87","100.00","55.81","17.90","9.69","28.22","0.89","13.28","2.20","27.82"
"1505650","Placas (PA)","100.00","26.67","1.67","1.68","23.33","20.26","15.47","1.77","35.83","100.00","47.82","3.94","4.91","38.98","6.89","15.03","0.16","30.09"
"1505700","Ponta de Pedras (PA)","100.00","37.58","6.33","8.46","22.79","5.73","3.03","1.33","52.33","100.00","38.14","8.97","8.03","21.13","3.91","15.16","0.10","42.68"
"1505809","Portel (PA)","100.00","36.52","7.47","8.30","20.76","20.02","15.50","0.65","27.32","100.00","38.13","7.11","9.54","21.48","4.70","21.18","0.33","35.66"
"1505908","Porto de Moz (PA)","100.00","38.90","3.92","5.07","29.91","17.90","4.46","0.67","38.07","100.00","32.07","3.06","3.70","25.31","11.50","22.21","0.19","34.03"
"1506005","Prainha (PA)","100.00","23.58","3.68","3.77","16.13","18.51","8.68","0.10","49.14","100.00","27.85","5.34","4.32","18.19","5.10","28.80","0.69","37.57"
"1506104","Primavera (PA)","100.00","33.91","5.88","11.68","16.34","7.76","27.15","0.32","30.87","100.00","33.90","5.53","4.88","23.49","3.79","28.24","0.79","33.29"
"1506112","Quatipuru (PA)","100.00","37.84","5.78","4.11","27.95","12.31","6.41","1.90","41.55","100.00","31.29","7.32","6.09","17.89","6.25","12.97","0.35","49.14"
"1506138","Redenção (PA)","100.00","68.98","17.63","7.26","44.09","1.58","1.33","2.14","25.96","100.00","67.71","28.88","5.00","33.84","2.06","2.36","2.98","24.89"
"1506161","Rio Maria (PA)","100.00","57.07","5.81","3.68","47.58","2.27","1.07","2.43","37.16","100.00","65.32","25.93","6.11","33.28","1.70","6.03","2.19","24.76"
"1506187","Rondon do Pará (PA)","100.00","69.93","19.27","6.18","44.49","2.23","2.79","3.94","21.11","100.00","62.63","21.45","5.60","35.59","2.14","11.01","1.35","22.86"
"1506195","Rurópolis (PA)","100.00","30.64","4.63","6.66","19.35","21.03","4.59","1.17","42.57","100.00","39.43","6.80","8.90","23.72","3.67","11.10","1.18","44.62"
"1506203","Salinópolis (PA)","100.00","68.36","15.03","3.37","49.96","2.38","1.55","1.57","26.14","100.00","67.13","12.74","4.18","50.22","3.97","3.17","0.73","25.00"
"1506302","Salvaterra (PA)","100.00","47.28","5.48","5.11","36.69","8.70","9.18","1.72","33.12","100.00","49.34","5.72","5.14","38.48","3.24","8.44","0.57","38.40"
"1506351","Santa Bárbara do Pará (PA)","100.00","69.90","24.64","10.30","34.96","4.41","1.89","0.21","23.60","100.00","59.35","26.77","5.93","26.64","1.57","7.64","0.54","30.91"
"1506401","Santa Cruz do Arari (PA)","100.00","65.04","15.25","18.79","31.00","0.92","-","1.94","32.09","100.00","32.37","6.26","4.78","21.33","1.37","30.48","0.11","35.67"
"1506500","Santa Izabel do Pará (PA)","100.00","62.66","25.83","5.40","31.42","4.17","0.89","0.81","31.47","100.00","62.24","32.50","5.54","24.20","2.15","2.59","1.28","31.74"
"1506559","Santa Luzia do Pará (PA)","100.00","38.66","6.68","6.17","25.81","18.49","10.42","0.63","31.80","100.00","49.68","9.60","2.21","37.86","5.42","12.96","0.25","31.69"
"1506583","Santa Maria das Barreiras (PA)","100.00","44.42","6.85","4.61","32.96","9.89","13.14","3.03","29.52","100.00","52.42","13.48","4.09","34.84","0.99","15.93","0.96","29.69"
"1506609","Santa Maria do Pará (PA)","100.00","45.59","6.50","6.22","32.87","8.61","3.21","1.29","41.31","100.00","51.46","10.59","3.93","36.94","0.81","5.65","0.54","41.55"
"1506708","Santana do Araguaia (PA)","100.00","56.62","15.81","5.24","35.57","2.34","13.04","0.91","27.09","100.00","65.83","31.70","6.35","27.77","3.65","6.79","1.03","22.70"
"1506807","Santarém (PA)","100.00","48.93","17.79","6.52","24.62","7.83","6.49","1.70","35.04","100.00","53.02","24.59","4.99","23.44","2.77","9.12","1.43","33.67"
